t_sec,x_m,y_m,z_m,scale
12963.860520,0.173749,-0.075446,0.981896,0.000000
12963.868152,0.173749,-0.075446,0.981896,0.000000
12963.890058,0.173749,-0.075446,0.981896,0.000000
12963.932126,0.173749,-0.075446,0.981896,0.000000
12963.956848,0.173749,-0.075446,0.981896,0.000000
12964.006814,0.173749,-0.075446,0.981896,0.000000
12964.035310,0.173749,-0.075446,0.981896,0.000000
12964.096094,0.173749,-0.075446,0.981896,0.000000
12964.144942,0.173749,-0.075446,0.981896,0.000000
12964.167060,0.173749,-0.075446,0.981896,0.000000
12964.213268,0.173749,-0.075446,0.981896,0.000000
12964.238944,0.173749,-0.075446,0.981896,0.000000
12964.283038,0.173749,-0.075446,0.981896,0.000000
12964.306434,0.173749,-0.075446,0.981896,0.000000
12964.352719,0.173749,-0.075446,0.981896,0.000000
12964.376718,0.173749,-0.075446,0.981896,0.000000
12964.418911,0.173749,-0.075446,0.981896,0.000000
12964.438884,0.173749,-0.075446,0.981896,0.000000
12964.489662,0.173749,-0.075446,0.981896,0.000000
12964.515178,0.173749,-0.075446,0.981896,0.000000
12964.559320,0.173749,-0.075446,0.981896,0.000000
12964.582771,0.173749,-0.075446,0.981896,0.000000
12964.631824,0.173749,-0.075446,0.981896,0.000000
12964.655209,0.173749,-0.075446,0.981896,0.000000
12964.701066,0.173749,-0.075446,0.981896,0.000000
12964.725355,0.173749,-0.075446,0.981896,0.000000
12964.770381,0.173749,-0.075446,0.981896,0.000000
12964.789758,0.173749,-0.075446,0.981896,0.000000
12964.836881,0.173749,-0.075446,0.981896,0.000000
12964.857097,0.173749,-0.075446,0.981896,0.000000
12964.905953,0.173749,-0.075446,0.981896,0.000000
12964.929743,0.173749,-0.075446,0.981896,0.000000
12964.974337,0.173749,-0.075446,0.981896,0.000000
12964.998359,0.173749,-0.075446,0.981896,0.000000
12965.045665,0.173749,-0.075446,0.981896,0.000000
12965.068399,0.173749,-0.075446,0.981896,0.000000
12965.113904,0.173749,-0.075446,0.981896,0.000000
12965.136429,0.173749,-0.075446,0.981896,0.000000
12965.184613,0.173749,-0.075446,0.981896,0.000000
12965.207177,0.173749,-0.075446,0.981896,0.000000
12965.252280,0.173749,-0.075446,0.981896,0.000000
12965.275633,0.173749,-0.075446,0.981896,0.000000
12965.324810,0.173749,-0.075446,0.981896,0.000000
12965.350402,0.173749,-0.075446,0.981896,0.000000
12965.397947,0.173749,-0.075446,0.981896,0.000000
12965.421696,0.173749,-0.075446,0.981896,0.000000
12965.468394,0.173749,-0.075446,0.981896,0.000000
12965.494473,0.173749,-0.075446,0.981896,0.000000
12965.537246,0.173749,-0.075446,0.981896,0.000000
12965.560080,0.173749,-0.075446,0.981896,0.000000
12965.605790,0.173749,-0.075446,0.981896,0.000000
12965.630054,0.173749,-0.075446,0.981896,0.000000
12965.676432,0.173749,-0.075446,0.981896,0.000000
12965.703042,0.173749,-0.075446,0.981896,0.000000
12965.745957,0.173749,-0.075446,0.981896,0.000000
12965.771264,0.173749,-0.075446,0.981896,0.000000
12965.814238,0.173749,-0.075446,0.981896,0.000000
12965.836788,0.173749,-0.075446,0.981896,0.000000
12965.884313,0.173749,-0.075446,0.981896,0.000000
12965.906823,0.173749,-0.075446,0.981896,0.000000
12965.952564,0.173749,-0.075446,0.981896,0.000000
12965.975178,0.173749,-0.075446,0.981896,0.000000
12966.025382,0.173749,-0.075446,0.981896,0.000000
12966.084780,0.173749,-0.075446,0.981896,0.000621
12966.114716,0.173749,-0.075446,0.981896,0.000270
12966.162474,0.173749,-0.075446,0.981896,0.000517
12966.190074,0.173749,-0.075446,0.981896,0.000628
12966.333830,0.173749,-0.075446,0.981896,0.001671
12966.368222,0.173749,-0.075446,0.981896,0.004805
12966.917736,0.173749,-0.075446,0.981896,0.000844
12966.959364,0.173749,-0.075446,0.981896,0.001340
12967.112869,0.173749,-0.075446,0.981896,0.001070
12967.133446,0.173749,-0.075446,0.981896,0.000741
12967.181396,0.173749,-0.075446,0.981896,0.000982
12967.196144,0.173749,-0.075446,0.981896,0.000400
12967.237296,0.173749,-0.075446,0.981896,0.000683
12967.260884,0.173749,-0.075446,0.981896,0.000396
12967.298104,0.173749,-0.075446,0.981896,0.000994
12967.328769,0.173749,-0.075446,0.981896,0.000626
12967.370057,0.173749,-0.075446,0.981896,0.001052
12967.400408,0.173749,-0.075446,0.981896,0.000589
12967.436057,0.173749,-0.075446,0.981896,0.000937
12967.466579,0.173749,-0.075446,0.981896,0.000536
12967.519463,0.173749,-0.075446,0.981896,0.000944
12967.532992,0.173749,-0.075446,0.981896,0.000547
12967.578198,0.173749,-0.075446,0.981896,0.000823
12967.595454,0.173749,-0.075446,0.981896,0.000527
12967.650660,0.173749,-0.075446,0.981896,0.001465
12967.665394,0.173749,-0.075446,0.981896,0.000659
12967.718115,0.173749,-0.075446,0.981896,0.001353
12967.733407,0.173749,-0.075446,0.981896,0.000689
12967.775276,0.173749,-0.075446,0.981896,0.001322
12967.796764,0.173749,-0.075446,0.981896,0.000498
12967.843550,0.173749,-0.075446,0.981896,0.001587
12967.861443,0.173749,-0.075446,0.981896,0.000529
12967.904104,0.173749,-0.075446,0.981896,0.000986
12967.929245,0.173749,-0.075446,0.981896,0.000644
12967.959570,0.173749,-0.075446,0.981896,0.000482
12967.996176,0.173749,-0.075446,0.981896,0.000456
12968.024868,0.173749,-0.075446,0.981896,0.000476
12968.059893,0.173749,-0.075446,0.981896,0.000309
12968.087973,0.173749,-0.075446,0.981896,0.000324
12968.150137,0.173749,-0.075446,0.981896,0.000425
12968.180910,0.173749,-0.075446,0.981896,0.000485
12968.198697,0.173749,-0.075446,0.981896,0.000129
12968.230341,0.173749,-0.075446,0.981896,0.000361
12968.263042,0.173749,-0.075446,0.981896,0.000300
12968.292424,0.173749,-0.075446,0.981896,0.000333
12968.330273,0.173749,-0.075446,0.981896,0.000325
12968.356879,0.173749,-0.075446,0.981896,0.000321
12968.392564,0.173749,-0.075446,0.981896,0.000319
12968.441831,0.173749,-0.075446,0.981896,0.000443
12968.467121,0.173749,-0.075446,0.981896,0.000277
12968.488850,0.173749,-0.075446,0.981896,0.000282
12968.528874,0.173749,-0.075446,0.981896,0.000347
12968.556197,0.173749,-0.075446,0.981896,0.000320
12968.598244,0.173749,-0.075446,0.981896,0.000716
12968.625992,0.173749,-0.075446,0.981896,0.000678
12968.660060,0.173749,-0.075446,0.981896,0.000635
12968.690271,0.173749,-0.075446,0.981896,0.000986
12968.734098,0.173749,-0.075446,0.981896,0.001078
12968.765460,0.173749,-0.075446,0.981896,0.001053
12968.804386,0.173749,-0.075446,0.981896,0.001392
12968.827414,0.173749,-0.075446,0.981896,0.001218
12968.865022,0.173749,-0.075446,0.981896,0.001344
12968.889198,0.173749,-0.075446,0.981896,0.001543
12968.932839,0.173749,-0.075446,0.981896,0.001883
12968.978448,0.173749,-0.075446,0.981896,0.002113
12969.001313,0.173749,-0.075446,0.981896,0.001291
12969.025415,0.173749,-0.075446,0.981896,0.001478
12969.083975,0.173749,-0.075446,0.981896,0.002174
12969.126923,0.173749,-0.075446,0.981896,0.002675
12969.141910,0.173749,-0.075446,0.981896,0.000771
12969.191742,0.173749,-0.075446,0.981896,0.001412
12969.226876,0.173749,-0.075446,0.981896,0.001431
12969.289168,0.173749,-0.075446,0.981896,0.001453
12969.326520,0.173749,-0.075446,0.981896,0.001573
12969.340015,0.173749,-0.075446,0.981896,0.000398
12969.359173,0.173749,-0.075446,0.981896,0.000618
12969.400886,0.173749,-0.075446,0.981896,0.000750
12969.424618,0.173749,-0.075446,0.981896,0.000539
12969.475091,0.173749,-0.075446,0.981896,0.000845
12969.497307,0.173749,-0.075446,0.981896,0.000467
12969.529168,0.173749,-0.075446,0.981896,0.000772
12969.560193,0.173749,-0.075446,0.981896,0.000578
12969.595679,0.173749,-0.075446,0.981896,0.000380
12969.636946,0.173749,-0.075446,0.981896,0.000363
12969.673591,0.173749,-0.075446,0.981896,0.000382
12969.694996,0.173749,-0.075446,0.981896,0.000215
12969.730830,0.173749,-0.075446,0.981896,0.000387
12969.758174,0.173749,-0.075446,0.981896,0.000261
12969.803788,0.173749,-0.075446,0.981896,0.000436
12969.838363,0.173749,-0.075446,0.981896,0.000275
12969.870994,0.173749,-0.075446,0.981896,0.000438
12969.908085,0.173749,-0.075446,0.981896,0.000550
12969.952240,0.173749,-0.075446,0.981896,0.000956
12969.968410,0.173749,-0.075446,0.981896,0.000404
12970.014259,0.173749,-0.075446,0.981896,0.002866
12970.038614,0.173749,-0.075446,0.981896,0.000940
12970.079334,0.173749,-0.075446,0.981896,0.003151
12970.117680,0.173749,-0.075446,0.981896,0.001788
12970.155831,0.173749,-0.075446,0.981896,0.001857
12970.197093,0.173749,-0.075446,0.981896,0.002699
12970.222282,0.173749,-0.075446,0.981896,0.001505
12970.263186,0.173749,-0.075446,0.981896,0.002428
12970.291251,0.173749,-0.075446,0.981896,0.001725
12970.318615,0.173749,-0.075446,0.981896,0.001941
12970.355828,0.173749,-0.075446,0.981896,0.002060
12970.385407,0.173749,-0.075446,0.981896,0.002006
12970.428151,0.173749,-0.075446,0.981896,0.001809
12970.470950,0.173749,-0.075446,0.981896,0.002101
12970.504777,0.173749,-0.075446,0.981896,0.001749
12970.549808,0.173749,-0.075446,0.981896,0.002623
12970.561987,0.173749,-0.075446,0.981896,0.000623
12970.582533,0.173749,-0.075446,0.981896,0.001163
12970.623632,0.173749,-0.075446,0.981896,0.001889
12970.651451,0.173749,-0.075446,0.981896,0.001610
12970.692780,0.173749,-0.075446,0.981896,0.001836
12970.719181,0.173749,-0.075446,0.981896,0.001283
12970.761103,0.173749,-0.075446,0.981896,0.001495
12970.786422,0.173749,-0.075446,0.981896,0.001287
12970.847546,0.173749,-0.075446,0.981896,0.001907
12970.902458,0.173749,-0.075446,0.981896,0.002515
12970.916499,0.173749,-0.075446,0.981896,0.000898
12970.970400,0.173749,-0.075446,0.981896,0.001891
12970.998735,0.173749,-0.075446,0.981896,0.001112
12971.041658,0.173749,-0.075446,0.981896,0.001411
12971.068379,0.173749,-0.075446,0.981896,0.000858
12971.107264,0.173749,-0.075446,0.981896,0.001315
12971.128141,0.173749,-0.075446,0.981896,0.000000
12971.175051,0.173749,-0.075446,0.981896,0.000000
12971.197090,0.173749,-0.075446,0.981896,0.000000
12971.238058,0.173749,-0.075446,0.981896,0.000000
12971.254471,0.173749,-0.075446,0.981896,0.000000
12971.271143,0.173749,-0.075446,0.981896,0.000000
12971.310204,0.173749,-0.075446,0.981896,0.000000
12971.338750,0.173749,-0.075446,0.981896,0.000000
12971.377791,0.173749,-0.075446,0.981896,0.000000
12971.396576,0.173749,-0.075446,0.981896,0.000000
12971.445063,0.173749,-0.075446,0.981896,0.000000
12971.470594,0.173749,-0.075446,0.981896,0.000000
12971.515774,0.173749,-0.075446,0.981896,0.000000
12971.535982,0.173749,-0.075446,0.981896,0.000000
12971.581401,0.173749,-0.075446,0.981896,0.000000
12971.600365,0.173749,-0.075446,0.981896,0.000000
12971.647277,0.173749,-0.075446,0.981896,0.000000
12971.665252,0.173749,-0.075446,0.981896,0.000000
12971.716026,0.173749,-0.075446,0.981896,0.000000
12971.734635,0.173749,-0.075446,0.981896,0.000000
12971.783043,0.173749,-0.075446,0.981896,0.000000
12971.801711,0.173749,-0.075446,0.981896,0.000000
12971.851526,0.173749,-0.075446,0.981896,0.000000
12971.867453,0.173749,-0.075446,0.981896,0.000000
12971.918363,0.173749,-0.075446,0.981896,0.000000
12971.936283,0.173749,-0.075446,0.981896,0.000000
12971.986000,0.173749,-0.075446,0.981896,0.000000
12972.000862,0.173749,-0.075446,0.981896,0.000000
12972.053805,0.173749,-0.075446,0.981896,0.000000
12972.075657,0.173749,-0.075446,0.981896,0.000000
12972.120399,0.173749,-0.075446,0.981896,0.000000
12972.136299,0.173749,-0.075446,0.981896,0.000000
12972.196428,0.173749,-0.075446,0.981896,0.000000
12972.222747,0.173749,-0.075446,0.981896,0.000000
12972.264940,0.173749,-0.075446,0.981896,0.000000
12972.290353,0.173749,-0.075446,0.981896,0.000000
12972.335124,0.173749,-0.075446,0.981896,0.000000
12972.358656,0.173749,-0.075446,0.981896,0.000000
12972.406808,0.173749,-0.075446,0.981896,0.000000
12972.431118,0.173749,-0.075446,0.981896,0.000000
12972.476541,0.173749,-0.075446,0.981896,0.000000
12972.499774,0.173749,-0.075446,0.981896,0.000000
12972.545899,0.173749,-0.075446,0.981896,0.000000
12972.572866,0.173749,-0.075446,0.981896,0.000000
12972.615973,0.173749,-0.075446,0.981896,0.000000
12972.639619,0.173749,-0.075446,0.981896,0.000000
12972.688026,0.173749,-0.075446,0.981896,0.000000
12972.713760,0.173749,-0.075446,0.981896,0.000000
12972.756993,0.173749,-0.075446,0.981896,0.000000
12972.781889,0.173749,-0.075446,0.981896,0.000000
12972.827333,0.173749,-0.075446,0.981896,0.000000
12972.853542,0.173749,-0.075446,0.981896,0.000000
12972.894707,0.173749,-0.075446,0.981896,0.000000
12972.918775,0.173749,-0.075446,0.981896,0.000000
12972.964652,0.173749,-0.075446,0.981896,0.000000
12972.983177,0.173749,-0.075446,0.981896,0.000000
12973.026042,0.173749,-0.075446,0.981896,0.000000
12973.058042,0.173749,-0.075446,0.981896,0.000000
12973.102995,0.173749,-0.075446,0.981896,0.000000
12973.128700,0.173749,-0.075446,0.981896,0.000000
12973.171678,0.173749,-0.075446,0.981896,0.000000
12973.190928,0.173749,-0.075446,0.981896,0.000000
12973.231697,0.173749,-0.075446,0.981896,0.000000
12973.248471,0.173749,-0.075446,0.981896,0.000000
12973.297460,0.173749,-0.075446,0.981896,0.000000
12973.316102,0.173749,-0.075446,0.981896,0.000000
12973.371257,0.173749,-0.075446,0.981896,0.000000
12973.397911,0.173749,-0.075446,0.981896,0.000000
12973.446809,0.173749,-0.075446,0.981896,0.000000
12973.475138,0.173749,-0.075446,0.981896,0.000000
12973.518814,0.173749,-0.075446,0.981896,0.000000
12973.545248,0.173749,-0.075446,0.981896,0.000000
12973.589913,0.173749,-0.075446,0.981896,0.000000
12973.615267,0.173749,-0.075446,0.981896,0.000000
12973.663105,0.173749,-0.075446,0.981896,0.000000
12973.687371,0.173749,-0.075446,0.981896,0.000000
12973.734765,0.173749,-0.075446,0.981896,0.000000
12973.760621,0.173749,-0.075446,0.981896,0.000000
12973.807348,0.173749,-0.075446,0.981896,0.000000
12973.828342,0.173749,-0.075446,0.981896,0.000000
12973.870329,0.173749,-0.075446,0.981896,0.000000
12973.898942,0.173749,-0.075446,0.981896,0.000000
12973.955746,0.173749,-0.075446,0.981896,0.000475
12974.010447,0.173749,-0.075446,0.981896,0.000663
12974.036229,0.173749,-0.075446,0.981896,0.001291
12974.081544,0.173749,-0.075446,0.981896,0.002311
12974.109416,0.173749,-0.075446,0.981896,0.001246
12974.161185,0.173749,-0.075446,0.981896,0.002877
12974.220860,0.173749,-0.075446,0.981896,0.003847
12974.247542,0.173749,-0.075446,0.981896,0.001886
12974.293073,0.173749,-0.075446,0.981896,0.003215
12974.325771,0.173749,-0.075446,0.981896,0.002341
12974.369497,0.173749,-0.075446,0.981896,0.002976
12974.398768,0.173749,-0.075446,0.981896,0.001892
12974.443724,0.173749,-0.075446,0.981896,0.003216
12974.477412,0.173749,-0.075446,0.981896,0.001975
12974.512708,0.173749,-0.075446,0.981896,0.003097
12974.542097,0.173749,-0.075446,0.981896,0.001770
12974.585712,0.173749,-0.075446,0.981896,0.003097
12974.610246,0.173749,-0.075446,0.981896,0.001978
12974.655761,0.173749,-0.075446,0.981896,0.002704
12974.685742,0.173749,-0.075446,0.981896,0.001601
12974.737379,0.173749,-0.075446,0.981896,0.002788
12974.789476,0.173749,-0.075446,0.981896,0.001799
12974.810661,0.173749,-0.075446,0.981896,0.000713
12974.853575,0.173749,-0.075446,0.981896,0.001284
12974.871472,0.173749,-0.075446,0.981896,0.000598
12974.919500,0.173749,-0.075446,0.981896,0.000952
12974.936631,0.173749,-0.075446,0.981896,0.000312
12974.989629,0.173749,-0.075446,0.981896,0.001025
12975.016046,0.173749,-0.075446,0.981896,0.000261
12975.072135,0.173749,-0.075446,0.981896,0.000450
12975.126825,0.173749,-0.075446,0.981896,0.000653
12975.159486,0.173749,-0.075446,0.981896,0.000244
12975.199200,0.173749,-0.075446,0.981896,0.000000
12975.245482,0.173749,-0.075446,0.981896,0.000000
12975.289264,0.173749,-0.075446,0.981896,0.000000
12975.323057,0.173749,-0.075446,0.981896,0.000000
12975.340592,0.173749,-0.075446,0.981896,0.000000
12975.416126,0.173749,-0.075446,0.981896,0.000000
12975.491142,0.173749,-0.075446,0.981896,0.000000
12975.788568,0.173749,-0.075446,0.981896,0.000000
12975.809071,0.173749,-0.075446,0.981896,0.000000
12975.818459,0.173749,-0.075446,0.981896,0.000000
12975.828871,0.173749,-0.075446,0.981896,0.000000
12975.851569,0.173749,-0.075446,0.981896,0.000000
12975.865346,0.173749,-0.075446,0.981896,0.000000
12975.875968,0.173749,-0.075446,0.981896,0.000000
12975.888351,0.173749,-0.075446,0.981896,0.000000
12975.897067,0.173749,-0.075446,0.981896,0.000000
12975.906649,0.173749,-0.075446,0.981896,0.000000
12975.916754,0.173749,-0.075446,0.981896,0.000000
12975.930041,0.173749,-0.075446,0.981896,0.000000
12975.937805,0.173749,-0.075446,0.981896,0.000000
12975.949263,0.173749,-0.075446,0.981896,0.000000
12975.971656,0.173749,-0.075446,0.981896,0.000000
12975.981216,0.173749,-0.075446,0.981896,0.000000
12975.991892,0.173749,-0.075446,0.981896,0.000000
12976.020753,0.173749,-0.075446,0.981896,0.000000
12976.087189,0.173749,-0.075446,0.981896,0.000000
12976.121330,0.173749,-0.075446,0.981896,0.000000
12976.161883,0.173749,-0.075446,0.981896,0.000000
12976.197346,0.173749,-0.075446,0.981896,0.000000
12976.219214,0.173749,-0.075446,0.981896,0.000211
12976.240368,0.173749,-0.075446,0.981896,0.000242
12976.256557,0.173749,-0.075446,0.981896,0.000195
12976.292173,0.173749,-0.075446,0.981896,0.000326
12976.354224,0.173749,-0.075446,0.981896,0.000454
12976.386117,0.173749,-0.075446,0.981896,0.000404
12976.411426,0.173749,-0.075446,0.981896,0.000278
12976.472047,0.173749,-0.075446,0.981896,0.000914
12976.501896,0.173749,-0.075446,0.981896,0.000948
12976.529876,0.173749,-0.075446,0.981896,0.000939
12976.548924,0.173749,-0.075446,0.981896,0.000546
12976.566242,0.173749,-0.075446,0.981896,0.000528
12976.595280,0.173749,-0.075446,0.981896,0.000851
12976.628390,0.173749,-0.075446,0.981896,0.000977
12976.661154,0.173749,-0.075446,0.981896,0.000944
12976.689181,0.173749,-0.075446,0.981896,0.001051
12976.755930,0.173749,-0.075446,0.981896,0.001644
12976.798199,0.173749,-0.075446,0.981896,0.002070
12976.824364,0.173749,-0.075446,0.981896,0.001401
12976.864786,0.173749,-0.075446,0.981896,0.001670
12976.882499,0.173749,-0.075446,0.981896,0.000738
12976.901488,0.173749,-0.075446,0.981896,0.000777
12976.929441
