t_sec,raw,bat,pitch,roll,yaw,vgx,vgy,vgz,agx,agy,agz,baro,tof,h
9187.407182,"pitch:0;roll:-1;yaw:0;vgx:0;vgy:0;vgz:0;templ:85;temph:88;tof:10;h:0;bat:50;baro:13.94;time:0;agx:3.00;agy:-14.00;agz:-1007.00;
èÎ}",50,0,-1,0,0,0,0,3.00,-14.00,-1007.00,13.94,10,0
9187.509483,"pitch:0;roll:-1;yaw:0;vgx:0;vgy:0;vgz:0;templ:85;temph:88;tof:10;h:0;bat:50;baro:13.98;time:0;agx:-5.00;agy:18.00;agz:-1004.00;
èÎ}",50,0,-1,0,0,0,0,-5.00,18.00,-1004.00,13.98,10,0
9187.611681,"pitch:0;roll:-1;yaw:0;vgx:0;vgy:0;vgz:0;templ:85;temph:88;tof:10;h:0;bat:50;baro:13.95;time:0;agx:0.00;agy:19.00;agz:-993.00;

èÎ}",50,0,-1,0,0,0,0,0.00,19.00,-993.00,13.95,10,0
9187.713405,"pitch:0;roll:-1;yaw:0;vgx:0;vgy:0;vgz:0;templ:85;temph:88;tof:10;h:0;bat:50;baro:13.94;time:0;agx:-3.00;agy:25.00;agz:-1002.00;
èÎ}",50,0,-1,0,0,0,0,-3.00,25.00,-1002.00,13.94,10,0
9187.815486,"pitch:0;roll:-1;yaw:0;vgx:0;vgy:0;vgz:0;templ:85;temph:88;tof:10;h:0;bat:50;baro:13.92;time:0;agx:-1.00;agy:17.00;agz:-1001.00;
èÎ}",50,0,-1,0,0,0,0,-1.00,17.00,-1001.00,13.92,10,0
9187.918037,"pitch:0;roll:-1;yaw:0;vgx:0;vgy:0;vgz:0;templ:85;temph:88;tof:10;h:0;bat:50;baro:13.95;time:0;agx:0.00;agy:12.00;agz:-998.00;

èÎ}",50,0,-1,0,0,0,0,0.00,12.00,-998.00,13.95,10,0
9188.019247,"pitch:0;roll:-1;yaw:0;vgx:0;vgy:0;vgz:0;templ:85;temph:88;tof:10;h:0;bat:50;baro:13.98;time:0;agx:5.00;agy:19.00;agz:-1002.00;

èÎ}",50,0,-1,0,0,0,0,5.00,19.00,-1002.00,13.98,10,0
9188.121286,"pitch:0;roll:-1;yaw:0;vgx:0;vgy:0;vgz:0;templ:85;temph:88;tof:10;h:0;bat:50;baro:14.01;time:0;agx:3.00;agy:20.00;agz:-999.00;


èÎ}",50,0,-1,0,0,0,0,3.00,20.00,-999.00,14.01,10,0
9188.223256,"pitch:0;roll:-1;yaw:0;vgx:0;vgy:0;vgz:0;templ:85;temph:88;tof:10;h:0;bat:50;baro:13.98;time:0;agx:0.00;agy:17.00;agz:-1000.00;

èÎ}",50,0,-1,0,0,0,0,0.00,17.00,-1000.00,13.98,10,0
9188.325472,"pitch:0;roll:-1;yaw:0;vgx:0;vgy:0;vgz:0;templ:85;temph:88;tof:10;h:0;bat:50;baro:13.98;time:0;agx:0.00;agy:20.00;agz:-1001.00;

èÎ}",50,0,-1,0,0,0,0,0.00,20.00,-1001.00,13.98,10,0
9188.427695,"pitch:0;roll:-1;yaw:0;vgx:0;vgy:0;vgz:0;templ:85;temph:88;tof:10;h:0;bat:50;baro:13.98;time:0;agx:0.00;agy:19.00;agz:-996.00;


èÎ}",50,0,-1,0,0,0,0,0.00,19.00,-996.00,13.98,10,0
