t_sec,raw,bat,pitch,roll,yaw,vgx,vgy,vgz,agx,agy,agz,baro,tof,h
8942.555903,"pitch:0;roll:0;yaw:42;vgx:0;vgy:0;vgz:0;templ:79;temph:81;tof:10;h:0;bat:54;baro:14.68;time:0;agx:-2.00;agy:0.00;agz:-997.00;
",54,0,0,42,0,0,0,-2.00,0.00,-997.00,14.68,10,0
8942.753913,"pitch:0;roll:0;yaw:42;vgx:0;vgy:0;vgz:0;templ:79;temph:81;tof:10;h:0;bat:54;baro:14.72;time:0;agx:-3.00;agy:-3.00;agz:-997.00;
",54,0,0,42,0,0,0,-3.00,-3.00,-997.00,14.72,10,0
8942.810101,"pitch:0;roll:0;yaw:42;vgx:0;vgy:0;vgz:0;templ:79;temph:81;tof:10;h:0;bat:54;baro:14.72;time:0;agx:0.00;agy:-2.00;agz:-1002.00;
",54,0,0,42,0,0,0,0.00,-2.00,-1002.00,14.72,10,0
8942.861894,"pitch:0;roll:0;yaw:42;vgx:0;vgy:0;vgz:0;templ:79;temph:81;tof:10;h:0;bat:54;baro:14.72;time:0;agx:1.00;agy:0.00;agz:-1006.00;

",54,0,0,42,0,0,0,1.00,0.00,-1006.00,14.72,10,0
8942.962965,"pitch:0;roll:0;yaw:42;vgx:0;vgy:0;vgz:0;templ:79;temph:81;tof:10;h:0;bat:54;baro:14.65;time:0;agx:0.00;agy:-1.00;agz:-998.00;

",54,0,0,42,0,0,0,0.00,-1.00,-998.00,14.65,10,0
8943.064949,"pitch:0;roll:0;yaw:42;vgx:0;vgy:0;vgz:0;templ:79;temph:81;tof:10;h:0;bat:54;baro:14.66;time:0;agx:-5.00;agy:-4.00;agz:-992.00;
",54,0,0,42,0,0,0,-5.00,-4.00,-992.00,14.66,10,0
8943.265892,"pitch:0;roll:0;yaw:42;vgx:0;vgy:0;vgz:0;templ:79;temph:81;tof:10;h:0;bat:54;baro:14.72;time:0;agx:-1.00;agy:-2.00;agz:-1006.00;
",54,0,0,42,0,0,0,-1.00,-2.00,-1006.00,14.72,10,0
8943.269129,"pitch:0;roll:0;yaw:42;vgx:0;vgy:0;vgz:0;templ:79;temph:81;tof:10;h:0;bat:54;baro:14.69;time:0;agx:1.00;agy:1.00;agz:-1008.00;

",54,0,0,42,0,0,0,1.00,1.00,-1008.00,14.69,10,0
8943.372859,"pitch:0;roll:0;yaw:42;vgx:0;vgy:0;vgz:0;templ:79;temph:81;tof:10;h:0;bat:54;baro:14.68;time:0;agx:-2.00;agy:-2.00;agz:-996.00;

",54,0,0,42,0,0,0,-2.00,-2.00,-996.00,14.68,10,0
8943.473523,"pitch:0;roll:0;yaw:42;vgx:0;vgy:0;vgz:0;templ:79;temph:81;tof:10;h:0;bat:54;baro:14.66;time:0;agx:-5.00;agy:-5.00;agz:-997.00;

",54,0,0,42,0,0,0,-5.00,-5.00,-997.00,14.66,10,0
8943.575496,"pitch:0;roll:0;yaw:42;vgx:0;vgy:0;vgz:0;templ:79;temph:81;tof:10;h:0;bat:54;baro:14.67;time:0;agx:1.00;agy:0.00;agz:-1006.00;


",54,0,0,42,0,0,0,1.00,0.00,-1006.00,14.67,10,0
8943.676939,"pitch:0;roll:0;yaw:42;vgx:0;vgy:0;vgz:0;templ:79;temph:81;tof:10;h:0;bat:54;baro:14.70;time:0;agx:1.00;agy:0.00;agz:-1001.00;


",54,0,0,42,0,0,0,1.00,0.00,-1001.00,14.70,10,0
8943.778970,"pitch:0;roll:0;yaw:42;vgx:0;vgy:0;vgz:0;templ:79;temph:81;tof:10;h:0;bat:54;baro:14.68;time:0;agx:-5.00;agy:-2.00;agz:-993.00;

",54,0,0,42,0,0,0,-5.00,-2.00,-993.00,14.68,10,0
